gbifID,locality,individualCount,decimalLatitude,decimalLongitude,eventDate,year,month
1405886467,Vaseux Lake Bird Observatory,34.0,49.30998,-119.54459,2015-08-30,2015.0,8.0
3523135050,"Auto selected 49.32425, -124.32065",100.0,49.324245,-124.32065,2021-02-02,2021.0,2.0
4235072790,"Elk Lake, Victoria",10.0,48.535557,-123.39139,2022-03-09,2022.0,3.0
3637593338,"Propane Pond, British Columbia, CA (54.006, -132.138)",7.0,54.005894,-132.13802,2021-01-07,2021.0,1.0
2218277928,Rathtrevor Beach Provincial Park,,49.32043,-124.2683,2018-10-02,2018.0,10.0
3676879917,"1912 Crystal St, Cariboo A CA-BC 52.94655, -122.44189",9.0,52.946545,-122.441895,2021-03-19,2021.0,3.0
4357654949,Saanich--Panama Flats,24.0,48.476334,-123.4029,2022-09-23,2022.0,9.0
964470895,North Vancouver--Maplewood Conservation Area,91.0,49.305843,-123.00034,2013-09-03,2013.0,9.0
2095848463,Vanderhoof-- Stoney Creek Trail,100.0,54.01991,-124.01893,2017-10-03,2017.0,10.0
3286054121,Spillimacheen crossing--Westside Road,6.0,50.904255,-116.370705,2020-10-12,2020.0,10.0
167215476,St. Eugene Mission Golf Course,54.0,49.58306,-115.765686,2008-05-05,2008.0,5.0
3147919429,Vernon--Kin Beach area,30.0,50.249676,-119.350494,2020-03-01,2020.0,3.0
2229904637,Rocky Point Bird Observatory (restricted access),12.0,48.3198,-123.54715,2010-08-24,2010.0,8.0
3261347665,Boundary Bay--72nd St. to 88 St.,23.0,49.06563,-123.0032,2020-10-22,2020.0,10.0
3653612322,Nanaimo--Buttertubs West Marsh,7.0,49.17138,-123.979126,2021-10-17,2021.0,10.0
2162776347,Kitty Islet,7.0,48.41033,-123.306984,2018-06-11,2018.0,6.0
2751203668,CAN - BC - Bacchus,3.0,51.893856,-121.53176,2019-07-25,2019.0,7.0
4209697515,Duncan--Herd Rd Fields,,48.82147,-123.63103,2022-05-28,2022.0,5.0
3576981353,Vancouver--VanDusen Gardens,,49.23908,-123.13114,2021-09-03,2021.0,9.0
3690609868,Victoria--Summit Park Reservoir,17.0,48.4452,-123.35318,2021-02-09,2021.0,2.0
2691135854,Canal Flats - Columbia Lake,10.0,50.1682,-115.848915,2019-05-19,2019.0,5.0
1197764607,Halfmoon Bay--Government Dock,21.0,49.51059,-123.91249,2014-11-30,2014.0,11.0
4199178118,Reifel Bird Sanctuary,77.0,49.1,-123.185,2022-08-21,2022.0,8.0
3591645471,Bowen Island--The Lagoon,10.0,49.38229,-123.335396,2021-03-09,2021.0,3.0
4236911805,Reifel Bird Sanctuary,,49.1,-123.185,2022-06-17,2022.0,6.0
3273816661,Boundary Bay B.C Dyke walk from tower to 12th,251.0,49.021477,-123.04565,2020-09-07,2020.0,9.0
4245795917,Duncan Sewage Lagoons,,48.778175,-123.68132,2002-11-09,2002.0,11.0
1155183323,Sechelt--Porpoise Bay (south end),12.0,49.48664,-123.75888,2014-02-07,2014.0,2.0
4336126291,Burnaby Lake--Piper Spit,,49.242077,-122.93545,2021-08-17,2021.0,8.0
2790248715,Salmon Arm Bay (General),46.0,50.709747,-119.28043,2019-11-22,2019.0,11.0
2091719186,Squamish River Estuary,20.0,49.70507,-123.17841,2017-11-08,2017.0,11.0
4357286368,Vernon—Otter Lake,12.0,50.412464,-119.248764,2022-04-10,2022.0,4.0
